,Time,X,Y,Z
0,2618630911.0,0.0,0.01953125,0.017578125
0,2618630911.0,0.05859375,0.056640625,0.0
0,2618630911.0,-0.11328125,0.435546875,0.0
0,2618630911.0,-1.07421875,0.3984375,0.0
0,2618630911.0,-0.46484375,1.267578125,0.0
0,2618630911.0,0.970703125,1.212890625,0.0
0,2618630911.0,0.0625,2.00390625,0.0
0,2618630911.0,-1.09375,2.060546875,0.0
0,2618630911.0,-0.025390625,0.078125,0.0
0,2618630911.0,-0.25390625,0.37109375,0.0
0,3848677127.0,0.0,0.015625,0.017578125
0,3848677127.0,0.05859375,0.056640625,0.0
0,3848677127.0,-0.375,0.431640625,0.0
0,3848677127.0,0.970703125,1.212890625,0.0
0,3848677127.0,0.0625,2.00390625,0.0
0,3848677127.0,0.3828125,0.72265625,0.0
0,3848677127.0,0.345703125,1.048828125,0.0
0,3848677127.0,-0.025390625,0.078125,0.0
0,3868659318.0,0.0,0.01171875,0.017578125
0,3868659318.0,0.05859375,0.056640625,0.0
0,3868659318.0,0.970703125,1.212890625,0.0
0,3868659318.0,0.0625,2.00390625,0.0
0,3868659318.0,-1.01953125,2.09765625,0.0
0,3868659318.0,0.357421875,0.736328125,0.0
0,3888660268.0,0.0,0.01171875,0.017578125
0,3888660268.0,0.05859375,0.056640625,0.0
0,3888660268.0,0.0625,2.00390625,0.0
0,3888660268.0,-1.01953125,2.09765625,0.0
0,3888660268.0,0.4375,0.642578125,0.0
0,3888660268.0,-0.3828125,0.478515625,0.0
0,3908660031.0,0.0,0.013671875,0.017578125
0,3908660031.0,0.05859375,0.056640625,0.0
0,3908660031.0,0.0625,2.00390625,0.0
0,3908660031.0,0.072265625,2.2890625,0.0
0,3908660031.0,-0.40234375,0.462890625,0.0
0,3908660031.0,0.412109375,0.658203125,0.0
0,3908660031.0,-0.025390625,0.078125,0.0
0,3928639742.0,0.0,0.009765625,0.017578125
0,3928639742.0,0.05859375,0.056640625,0.0
0,3928639742.0,-0.40234375,0.462890625,0.0
0,3928639742.0,0.0625,2.00390625,0.0
0,3928639742.0,-1.09375,2.060546875,0.0
0,3948639710.0,0.0,0.009765625,0.017578125
0,3948639710.0,0.05859375,0.056640625,0.0
0,3948639710.0,0.0625,2.00390625,0.0
0,3948639710.0,-1.09375,2.060546875,0.0
0,3948639710.0,-1.208984375,2.27734375,0.0
0,3968640435.0,0.0,0.01171875,0.017578125
0,3968640435.0,0.05859375,0.056640625,0.0
0,3968640435.0,-0.375,0.431640625,0.0
0,3968640435.0,0.0625,2.00390625,0.0
0,3968640435.0,0.072265625,2.2890625,0.0
0,3968640435.0,-0.025390625,0.078125,0.0
0,3988623893.0,0.0,0.009765625,0.017578125
0,3988623893.0,0.05859375,0.056640625,0.0
0,3988623893.0,0.0625,2.00390625,0.0
0,3988623893.0,0.072265625,2.2890625,0.0
0,3988623893.0,-0.025390625,0.078125,0.0
0,4008640952.0,0.0,0.01171875,0.017578125
0,4008640952.0,0.05859375,0.056640625,0.0
0,4008640952.0,0.0625,2.00390625,0.0
0,4008640952.0,0.072265625,2.2890625,0.0
0,4008640952.0,-0.388671875,0.52734375,0.0
0,4008640952.0,-0.025390625,0.078125,0.0
0,348476397.0,0.0,0.015625,0.017578125
0,348476397.0,0.05859375,0.056640625,0.0
0,348476397.0,-0.349609375,0.400390625,0.0
0,348476397.0,0.970703125,1.212890625,0.0
0,348476397.0,0.0625,2.00390625,0.0
0,348476397.0,0.072265625,2.2890625,0.0
0,348476397.0,-0.025390625,0.078125,0.0
0,348476397.0,0.515625,0.1328125,0.0
0,368494511.0,0.0,0.017578125,0.017578125
0,368494511.0,0.05859375,0.056640625,0.0
0,368494511.0,-0.357421875,0.447265625,0.0
0,368494511.0,0.970703125,1.212890625,0.0
0,368494511.0,0.0625,2.00390625,0.0
0,368494511.0,0.072265625,2.2890625,0.0
0,368494511.0,-0.275390625,1.447265625,0.0
0,368494511.0,-0.025390625,0.078125,0.0
0,368494511.0,-0.5546875,0.142578125,0.0
0,388494238.0,0.0,0.017578125,0.017578125
0,388494238.0,0.05859375,0.056640625,0.0
0,388494238.0,-0.46484375,1.267578125,0.0
0,388494238.0,0.970703125,1.212890625,0.0
0,388494238.0,0.0625,2.00390625,0.0
0,388494238.0,0.072265625,2.2890625,0.0
0,388494238.0,-0.31640625,1.228515625,0.0
0,388494238.0,-0.025390625,0.078125,0.0
0,388494238.0,-0.927734375,0.98046875,0.0
0,408495902.0,0.0,0.015625,0.017578125
0,408495902.0,0.05859375,0.056640625,0.0
0,408495902.0,-0.556640625,0.259765625,0.0
0,408495902.0,0.970703125,1.212890625,0.0
0,408495902.0,0.0625,2.00390625,0.0
0,408495902.0,0.072265625,2.2890625,0.0
0,408495902.0,-0.294921875,0.28515625,0.0
0,408495902.0,-0.025390625,0.078125,0.0
0,428495771.0,0.0,0.017578125,0.017578125
0,428495771.0,0.05859375,0.056640625,0.0
0,428495771.0,-0.40234375,0.462890625,0.0
0,428495771.0,0.970703125,1.212890625,0.0
0,428495771.0,0.0625,2.00390625,0.0
0,428495771.0,0.072265625,2.2890625,0.0
0,428495771.0,-0.205078125,0.353515625,0.0
0,428495771.0,-0.025390625,0.078125,0.0
0,428495771.0,-0.59375,0.15234375,0.0
0,448476001.0,0.0,0.013671875,0.017578125
0,448476001.0,0.05859375,0.056640625,0.0
0,448476001.0,-0.375,0.431640625,0.0
0,448476001.0,0.970703125,1.212890625,0.0
0,448476001.0,0.0625,2.00390625,0.0
0,448476001.0,0.072265625,2.2890625,0.0
0,448476001.0,-0.025390625,0.078125,0.0
0,468478089.0,0.0,0.013671875,0.017578125
0,468478089.0,0.05859375,0.056640625,0.0
0,468478089.0,-0.470703125,0.455078125,0.0
0,468478089.0,0.970703125,1.212890625,0.0
0,468478089.0,0.0625,2.00390625,0.0
0,468478089.0,0.072265625,2.2890625,0.0
0,468478089.0,-0.025390625,0.078125,0.0
0,488493530.0,0.0,0.013671875,0.017578125
0,488493530.0,0.05859375,0.056640625,0.0
0,488493530.0,-0.357421875,0.447265625,0.0
0,488493530.0,0.970703125,1.212890625,0.0
0,488493530.0,0.0625,2.00390625,0.0
0,488493530.0,-1.01953125,2.09765625,0.0
0,488493530.0,-0.548828125,1.234375,0.0
0,508459054.0,0.0,0.009765625,0.017578125
0,508459054.0,0.05859375,0.056640625,0.0
0,508459054.0,-0.421875,0.4453125,0.0
0,508459054.0,0.970703125,1.212890625,0.0
0,508459054.0,0.0625,2.00390625,0.0
0,528494435.0,0.0,0.017578125,0.017578125
0,528494435.0,0.05859375,0.056640625,0.0
0,528494435.0,-0.44921875,0.474609375,0.0
0,528494435.0,-0.46484375,1.267578125,0.0
0,528494435.0,0.970703125,1.212890625,0.0
0,528494435.0,0.0625,2.00390625,0.0
0,528494435.0,0.072265625,2.2890625,0.0
0,528494435.0,-0.025390625,0.078125,0.0
0,528494435.0,-0.927734375,0.98046875,0.0
0,548495717.0,0.0,0.017578125,0.017578125
0,548495717.0,0.05859375,0.056640625,0.0
0,548495717.0,-0.490234375,0.43359375,0.0
0,548495717.0,0.970703125,1.212890625,0.0
0,548495717.0,0.0625,2.00390625,0.0
0,548495717.0,0.072265625,2.2890625,0.0
0,548495717.0,-0.736328125,1.275390625,0.0
0,548495717.0,-0.025390625,0.078125,0.0
0,548495717.0,-1.14453125,1.984375,0.0
0,568479070.0,0.0,0.01171875,0.017578125
0,568479070.0,0.05859375,0.056640625,0.0
0,568479070.0,-0.357421875,0.447265625,0.0
0,568479070.0,0.970703125,1.212890625,0.0
0,568479070.0,0.0625,2.00390625,0.0
0,568479070.0,-0.6796875,1.3984375,0.0
0,588502470.0,0.0,0.021484375,0.017578125
0,588502470.0,0.05859375,0.056640625,0.0
0,588502470.0,-0.357421875,0.447265625,0.0
0,588502470.0,0.970703125,1.212890625,0.0
0,588502470.0,0.0625,2.00390625,0.0
0,588502470.0,0.072265625,2.2890625,0.0
0,588502470.0,-1.6328125,2.400390625,0.0
0,588502470.0,-1.6328125,2.400390625,0.0
0,588502470.0,-0.025390625,0.078125,0.0
0,588502470.0,-0.572265625,0.0,0.0
0,588502470.0,-1.14453125,1.984375,0.0
0,608459245.0,0.0,0.01171875,0.017578125
0,608459245.0,0.05859375,0.056640625,0.0
0,608459245.0,-0.357421875,0.447265625,0.0
0,608459245.0,0.970703125,1.212890625,0.0
0,608459245.0,0.0625,2.00390625,0.0
0,608459245.0,-0.025390625,0.078125,0.0
0,628494329.0,0.0,0.015625,0.017578125
0,628494329.0,0.05859375,0.056640625,0.0
0,628494329.0,0.970703125,1.212890625,0.0
0,628494329.0,0.0625,2.00390625,0.0
0,628494329.0,0.072265625,2.2890625,0.0
0,628494329.0,-1.208984375,2.27734375,0.0
0,628494329.0,-1.03515625,1.521484375,0.0
0,628494329.0,-0.025390625,0.078125,0.0
0,648458886.0,0.0,0.01171875,0.017578125
0,648458886.0,0.05859375,0.056640625,0.0
0,648458886.0,0.970703125,1.212890625,0.0
0,648458886.0,0.0625,2.00390625,0.0
0,648458886.0,0.072265625,2.2890625,0.0
0,648458886.0,-0.025390625,0.078125,0.0
0,668495310.0,0.0,0.01953125,0.017578125
0,668495310.0,0.05859375,0.056640625,0.0
0,668495310.0,-0.322265625,0.47265625,0.0
0,668495310.0,0.970703125,1.212890625,0.0
0,668495310.0,0.0625,2.00390625,0.0
0,668495310.0,0.072265625,2.2890625,0.0
0,668495310.0,-0.880859375,1.98046875,0.0
0,668495310.0,-0.025390625,0.078125,0.0
0,668495310.0,-0.537109375,0.19921875,0.0
0,668495310.0,-1.14453125,1.984375,0.0
0,688476525.0,0.0,0.013671875,0.017578125
0,688476525.0,0.05859375,0.056640625,0.0
0,688476525.0,-0.33984375,0.4609375,0.0
0,688476525.0,0.970703125,1.212890625,0.0
0,688476525.0,0.0625,2.00390625,0.0
0,688476525.0,0.072265625,2.2890625,0.0
0,688476525.0,-0.025390625,0.078125,0.0
0,708458503.0,0.0,0.009765625,0.017578125
0,708458503.0,0.05859375,0.056640625,0.0
0,708458503.0,-0.33984375,0.4609375,0.0
0,708458503.0,0.970703125,1.212890625,0.0
0,708458503.0,0.0625,2.00390625,0.0
0,728477498.0,0.0,0.015625,0.017578125
0,728477498.0,0.05859375,0.056640625,0.0
0,728477498.0,-0.322265625,0.47265625,0.0
0,728477498.0,0.970703125,1.212890625,0.0
0,728477498.0,0.0625,2.00390625,0.0
0,728477498.0,0.072265625,2.2890625,0.0
0,728477498.0,-0.025390625,0.078125,0.0
0,728477498.0,-0.537109375,0.19921875,0.0
0,748477889.0,0.0,0.015625,0.017578125
0,748477889.0,0.05859375,0.056640625,0.0
0,748477889.0,-0.322265625,0.47265625,0.0
0,748477889.0,0.970703125,1.212890625,0.0
0,748477889.0,0.0625,2.00390625,0.0
0,748477889.0,0.072265625,2.2890625,0.0
0,748477889.0,-0.025390625,0.078125,0.0
0,748477889.0,-0.51953125,0.2421875,0.0
0,768458792.0,0.0,0.01171875,0.017578125
0,768458792.0,0.05859375,0.056640625,0.0
0,768458792.0,0.970703125,1.212890625,0.0
0,768458792.0,0.0625,2.00390625,0.0
0,768458792.0,0.072265625,2.2890625,0.0
0,768458792.0,-0.025390625,0.078125,0.0
0,788495295.0,0.0,0.015625,0.017578125
0,788495295.0,0.05859375,0.056640625,0.0
0,788495295.0,-0.375,0.431640625,0.0
0,788495295.0,0.970703125,1.212890625,0.0
0,788495295.0,0.0625,2.00390625,0.0
0,788495295.0,0.072265625,2.2890625,0.0
0,788495295.0,-0.470703125,0.455078125,0.0
0,788495295.0,-0.025390625,0.078125,0.0
0,808476822.0,0.0,0.013671875,0.017578125
0,808476822.0,0.05859375,0.056640625,0.0
0,808476822.0,-0.375,0.431640625,0.0
0,808476822.0,0.970703125,1.212890625,0.0
0,808476822.0,0.0625,2.00390625,0.0
0,808476822.0,0.072265625,2.2890625,0.0
0,808476822.0,-0.025390625,0.078125,0.0
0,828459231.0,0.0,0.01171875,0.017578125
0,828459231.0,0.05859375,0.056640625,0.0
0,828459231.0,0.970703125,1.212890625,0.0
0,828459231.0,0.0625,2.00390625,0.0
0,828459231.0,0.072265625,2.2890625,0.0
0,828459231.0,-0.025390625,0.078125,0.0
0,848476759.0,0.0,0.013671875,0.017578125
0,848476759.0,0.05859375,0.056640625,0.0
0,848476759.0,-0.375,0.431640625,0.0
0,848476759.0,0.970703125,1.212890625,0.0
0,848476759.0,0.0625,2.00390625,0.0
0,848476759.0,0.072265625,2.2890625,0.0
0,848476759.0,-0.025390625,0.078125,0.0
0,868494868.0,0.0,0.015625,0.017578125
0,868494868.0,0.05859375,0.056640625,0.0
0,868494868.0,-0.375,0.431640625,0.0
0,868494868.0,0.970703125,1.212890625,0.0
0,868494868.0,0.0625,2.00390625,0.0
0,868494868.0,0.072265625,2.2890625,0.0
0,868494868.0,-0.89453125,2.720703125,0.0
0,868494868.0,-0.025390625,0.078125,0.0
0,888497125.0,0.0,0.015625,0.017578125
0,888497125.0,0.05859375,0.056640625,0.0
0,888497125.0,-0.375,0.431640625,0.0
0,888497125.0,0.970703125,1.212890625,0.0
0,888497125.0,0.0625,2.00390625,0.0
0,888497125.0,0.072265625,2.2890625,0.0
0,888497125.0,-0.908203125,2.759765625,0.0
0,888497125.0,-0.025390625,0.078125,0.0
0,908476849.0,0.0,0.013671875,0.017578125
0,908476849.0,0.05859375,0.056640625,0.0
0,908476849.0,-0.375,0.431640625,0.0
0,908476849.0,0.970703125,1.212890625,0.0
0,908476849.0,0.0625,2.00390625,0.0
0,908476849.0,0.072265625,2.2890625,0.0
0,908476849.0,-0.025390625,0.078125,0.0
0,928458449.0,0.0,0.01171875,0.017578125
0,928458449.0,0.05859375,0.056640625,0.0
0,928458449.0,0.970703125,1.212890625,0.0
0,928458449.0,0.0625,2.00390625,0.0
0,928458449.0,0.072265625,2.2890625,0.0
0,928458449.0,-0.025390625,0.078125,0.0
0,948458329.0,0.0,0.01171875,0.017578125
0,948458329.0,0.05859375,0.056640625,0.0
0,948458329.0,0.970703125,1.212890625,0.0
0,948458329.0,0.0625,2.00390625,0.0
0,948458329.0,0.072265625,2.2890625,0.0
0,948458329.0,-0.025390625,0.078125,0.0
0,968458363.0,0.0,0.01171875,0.017578125
0,968458363.0,0.05859375,0.056640625,0.0
0,968458363.0,0.970703125,1.212890625,0.0
0,968458363.0,0.0625,2.00390625,0.0
0,968458363.0,0.072265625,2.2890625,0.0
0,968458363.0,-0.025390625,0.078125,0.0
0,988458797.0,0.0,0.01171875,0.017578125
0,988458797.0,0.05859375,0.056640625,0.0
0,988458797.0,0.970703125,1.212890625,0.0
0,988458797.0,0.0625,2.00390625,0.0
0,988458797.0,0.072265625,2.2890625,0.0
0,988458797.0,-0.025390625,0.078125,0.0
0,1008457859.0,0.0,0.01171875,0.017578125
0,1008457859.0,0.05859375,0.056640625,0.0
0,1008457859.0,0.970703125,1.212890625,0.0
0,1008457859.0,0.0625,2.00390625,0.0
0,1008457859.0,0.072265625,2.2890625,0.0
0,1008457859.0,-0.025390625,0.078125,0.0
0,1028458743.0,0.0,0.01171875,0.017578125
0,1028458743.0,0.05859375,0.056640625,0.0
0,1028458743.0,0.970703125,1.212890625,0.0
0,1028458743.0,0.0625,2.00390625,0.0
0,1028458743.0,0.072265625,2.2890625,0.0
0,1028458743.0,-0.025390625,0.078125,0.0
0,1048457937.0,0.0,0.01171875,0.017578125
0,1048457937.0,0.05859375,0.056640625,0.0
0,1048457937.0,0.970703125,1.212890625,0.0
0,1048457937.0,0.0625,2.00390625,0.0
0,1048457937.0,0.072265625,2.2890625,0.0
0,1048457937.0,-0.025390625,0.078125,0.0
0,1068458464.0,0.0,0.01171875,0.017578125
0,1068458464.0,0.05859375,0.056640625,0.0
0,1068458464.0,0.970703125,1.212890625,0.0
0,1068458464.0,0.0625,2.00390625,0.0
0,1068458464.0,0.072265625,2.2890625,0.0
0,1068458464.0,-0.025390625,0.078125,0.0
0,1088477488.0,0.0,0.015625,0.017578125
0,1088477488.0,0.05859375,0.056640625,0.0
0,1088477488.0,-0.357421875,0.447265625,0.0
0,1088477488.0,0.970703125,1.212890625,0.0
0,1088477488.0,0.0625,2.00390625,0.0
0,1088477488.0,0.072265625,2.2890625,0.0
0,1088477488.0,-0.025390625,0.078125,0.0
0,1088477488.0,-0.572265625,0.0,0.0
0,1108476787.0,0.0,0.013671875,0.017578125
0,1108476787.0,0.05859375,0.056640625,0.0
0,1108476787.0,-0.357421875,0.447265625,0.0
0,1108476787.0,0.970703125,1.212890625,0.0
0,1108476787.0,0.0625,2.00390625,0.0
0,1108476787.0,0.072265625,2.2890625,0.0
0,1108476787.0,-0.025390625,0.078125,0.0
0,1128477323.0,0.0,0.013671875,0.017578125
0,1128477323.0,0.05859375,0.056640625,0.0
0,1128477323.0,-0.357421875,0.447265625,0.0
0,1128477323.0,0.970703125,1.212890625,0.0
0,1128477323.0,0.0625,2.00390625,0.0
0,1128477323.0,0.072265625,2.2890625,0.0
0,1128477323.0,-0.025390625,0.078125,0.0
0,1148476389.0,0.0,0.013671875,0.017578125
0,1148476389.0,0.05859375,0.056640625,0.0
0,1148476389.0,-0.357421875,0.447265625,0.0
0,1148476389.0,0.970703125,1.212890625,0.0
0,1148476389.0,0.0625,2.00390625,0.0
0,1148476389.0,0.072265625,2.2890625,0.0
0,1148476389.0,-0.025390625,0.078125,0.0
0,1168458314.0,0.0,0.01171875,0.017578125
0,1168458314.0,0.05859375,0.056640625,0.0
0,1168458314.0,0.970703125,1.212890625,0.0
0,1168458314.0,0.0625,2.00390625,0.0
0,1168458314.0,0.072265625,2.2890625,0.0
0,1168458314.0,-0.025390625,0.078125,0.0
0,1188477619.0,0.0,0.013671875,0.017578125
0,1188477619.0,0.05859375,0.056640625,0.0
0,1188477619.0,-0.357421875,0.447265625,0.0
0,1188477619.0,0.970703125,1.212890625,0.0
0,1188477619.0,0.0625,2.00390625,0.0
0,1188477619.0,0.072265625,2.2890625,0.0
0,1188477619.0,-0.025390625,0.078125,0.0
0,1208476771.0,0.0,0.013671875,0.017578125
0,1208476771.0,0.05859375,0.056640625,0.0
0,1208476771.0,-0.375,0.431640625,0.0
0,1208476771.0,0.970703125,1.212890625,0.0
0,1208476771.0,0.0625,2.00390625,0.0
0,1208476771.0,0.072265625,2.2890625,0.0
0,1208476771.0,-0.025390625,0.078125,0.0
0,1228459382.0,0.0,0.01171875,0.017578125
0,1228459382.0,0.05859375,0.056640625,0.0
0,1228459382.0,-0.375,0.431640625,0.0
0,1228459382.0,0.0625,2.00390625,0.0
0,1228459382.0,0.072265625,2.2890625,0.0
0,1228459382.0,-0.025390625,0.078125,0.0
0,1248497178.0,0.0,0.017578125,0.017578125
0,1248497178.0,0.05859375,0.056640625,0.0
0,1248497178.0,-1.173828125,0.74609375,0.0
0,1248497178.0,0.970703125,1.212890625,0.0
0,1248497178.0,0.0625,2.00390625,0.0
0,1248497178.0,0.072265625,2.2890625,0.0
0,1248497178.0,-0.3828125,0.478515625,0.0
0,1248497178.0,-0.025390625,0.078125,0.0
0,1248497178.0,-0.435546875,1.3203125,0.0
0,1268477279.0,0.0,0.013671875,0.017578125
0,1268477279.0,0.05859375,0.056640625,0.0
0,1268477279.0,0.970703125,1.212890625,0.0
0,1268477279.0,0.0625,2.00390625,0.0
0,1268477279.0,0.072265625,2.2890625,0.0
0,1268477279.0,-1.208984375,2.27734375,0.0
0,1268477279.0,-0.025390625,0.078125,0.0
0,1288496454.0,0.0,0.015625,0.017578125
0,1288496454.0,0.05859375,0.056640625,0.0
0,1288496454.0,-0.357421875,0.447265625,0.0
0,1288496454.0,0.970703125,1.212890625,0.0
0,1288496454.0,0.0625,2.00390625,0.0
0,1288496454.0,0.072265625,2.2890625,0.0
0,1288496454.0,-0.505859375,0.53515625,0.0
0,1288496454.0,-0.025390625,0.078125,0.0
0,1308476384.0,0.0,0.01171875,0.017578125
0,1308476384.0,0.05859375,0.056640625,0.0
0,1308476384.0,-1.07421875,0.3984375,0.0
0,1308476384.0,0.970703125,1.212890625,0.0
0,1308476384.0,0.0625,2.00390625,0.0
0,1308476384.0,-0.357421875,0.447265625,0.0
0,1328477068.0,0.0,0.013671875,0.017578125
0,1328477068.0,0.05859375,0.056640625,0.0
0,1328477068.0,0.970703125,1.212890625,0.0
0,1328477068.0,0.0625,2.00390625,0.0
0,1328477068.0,0.072265625,2.2890625,0.0
0,1328477068.0,-0.31640625,0.427734375,0.0
0,1328477068.0,-0.025390625,0.078125,0.0
